© Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;
;;;;;;;;;;
Alphabetisches Verzeichnis der Wahlbewerber zur Bundestagswahl 2013;;;;;;;;;;
;;;;;;;;;;
Name, Vorname;Geburtsjahr;Beruf;Berufsschlüssel;Geschlecht;Partei;Land;Platz;Wahlkreis;"Gewählt: 1=über Wkr; 2=über LL";
Mnich, Matthias;1971;Rechtsanwalt;81;1;DIE LINKE;BB;10;65;0;
Möbius, Dr. Gert Walter;1962;Freiberuflicher Geotechniker;88;1;FREIE WÄHLER;ST;12;;0;
Moch, Torsten;1975;Justizfachwirt;81;1;CDU;BW;53;;0;
Moczarski, Martin;1979;Entrümpler;93;1;PARTEI DER VERNUNFT;NW;3;;0;
Mohammed, Furat;1989;Student;94;1;FREIE WÄHLER;;;75;0;
Möhring, Cornelia Ilse;1960;Diplom-Sozialökonomin;88;2;DIE LINKE;SH;1;7;2;
Mohs, Christoph;1971;Verlagsangestellter;68;1;BüSo;BW;4;;0;
Mohs, Hubertus;1939;Elektroingenieur i.R.;95;1;BüSo;BW;3;258;0;
Molitor, Carsten;1975;Sparkassenkaufmann;69;1;Tierschutzpartei;NI;3;;0;
Molitor, Gabriele;1962;Freiberufliche Journalistin;82;2;FDP;NW;11;92;0;
Möll, Volker;1964;Geschäftsführer;75;1;GRÜNE;NI;18;51;0;
Möller, Dirk;1991;Offsetdrucker;17;1;SPD;SH;17;;0;
Möller, Felix;1986;Politikwissenschaftler;88;1;GRÜNE;HE;24;187;0;
Möller, Lüder;1949;Maschinenschlosser;27;1;MLPD;SH;2;;0;
Möller, Monique;1982;Verkäuferin;66;2;NPD;TH;10;;0;
Möller, Wolfgang;1957;Flachglasveredeler;13;1;NPD;HH;5;20;0;
Molnar, Brigitte;1952;Lehrerin;87;2;DIE VIOLETTEN;BY;24;;0;
Monstadt, Dietrich;1957;MdB, Rechtsanwalt;76;1;CDU;MV;4;12;1;
Montag, Jerzy;1947;MdB, Rechtsanwalt;76;1;GRÜNE;BY;16;220;0;
Morassi, Marion;1963;Reiseverkehrskauffrau;70;2;DIE LINKE;;;199;0;
Morgenroth, Jan;1975;Zahntechniker;30;1;NPD;TH;5;193;0;
Morgenstern, Christopher;1983;Diplom-Betriebswirt;88;1;PIRATEN;BY;30;;0;
Morgenthal, Heike;1965;Buchhalterin;77;2;SPD;SL;15;;0;
Möring, Karsten;1949;Schulleiter;87;1;CDU;NW;46;93;2;
Moritz, Harald;1957;Kfz-Mechaniker;28;1;GRÜNE;;;84;0;
Moritz, Simon;1984;Dozent;87;1;SPD;BY;31;240;0;
Morteza Ghazvini, Daniel;1991;Student;94;1;DIE LINKE;;;295;0;
Mortler, Marlene;1955;MdB, Hauswirtschaftsmeisterin;76;2;CSU;BY;5;246;1;
Mosblech, Volker Peter;1955;Selbständiger Versicherungskaufmann;69;1;CDU;NW;53;116;0;
Mosebach, Gerhard;1948;Diplom-Ingenieur;60;1;AfD;RP;21;;0;
Moseler, Christa;1960;Diplom-Geologin;88;2;ÖDP;RP;15;;0;
Moser, Anneliese;1958;Betriebswirtin;88;2;FDP;RP;19;;0;
Mößner, Elias;1983;Doktorand;94;1;AfD;BW;28;;0;
Motschmann, Elisabeth Charlotte;1952;Staatsrätin a.D.;95;2;CDU;HB;1;54;2;
Motschmann, Valentin;1987;Student;94;1;GRÜNE;BY;32;240;0;
Mouget, Nicole;1967;Immobilienmaklerin;70;2;FDP;SL;7;;0;
Mougoui, Khadjeh Nadjaf Gholi;1954;Diplom-Ingenieur;60;1;FDP;HE;31;;0;
Mousiol, Dr. Wolfgang Horst Herbert;1956;Professor;87;1;AfD;HE;10;;0;
Movassat, Niema;1984;Mitglied des Deutschen Bundestages;76;1;DIE LINKE;NW;6;117;2;
Mpanu-Mpanu-Plato, Nzimbu;1964;Diplom-Betriebswirtin;88;2;CDU;BW;37;;0;
Mrosek-Handwerk, Heike-Maria;1957;Rechtsanwältin;81;2;SPD;RP;13;209;0;
Mrotzeck, Dirk;1966;Speditionskaufmann;70;1;FDP;BW;22;295;0;
Mtibaa, Tarak;1975;Geschäftsführer;75;1;BIG;BW;9;;0;
Mücke, Jan;1973;MdB, Parlamentarischer Staatssekretär;76;1;FDP;SN;1;155;0;
Mücke, Oliver;1970;Selbstständiger Fliesenleger;48;1;PIRATEN;;;62;0;
Mühlbauer, Günter;1958;Hausverwalter;79;1;Anderer KWV;;;233;0;
Mühlen von der, Rebecca;1980;Freiberuflich;99;2;AfD;RP;16;;0;
Mulia, Marc;1969;Gymnasiallehrer;87;1;DIE LINKE;NW;14;115;0;
Müller, Achim;1964;IT-Dozent, Consulatant, Autor;87;1;PIRATEN;NW;10;;0;
Müller, Alexander;1969;EDV-Sachverständiger;77;1;FDP;HE;9;178;0;
Müller, Andreas;1964;Gewerkschaftssekretär;76;1;DIE LINKE;HE;10;175;0;
Müller, Anja;1973;Restaurantfachfrau;91;2;DIE LINKE;;;190;0;
Müller, Bettina;1959;Rechtsanwältin;81;2;SPD;HE;12;175;2;
Müller, Brigitte Charlotte Hedwig;1941;Rentnerin;95;2;DKP;;;58;0;
Müller, Carsten;1970;Bankkaufmann, Rechtsanwalt;69;1;CDU;NI;7;50;2;
Müller, Claudia Heike;1981;Landesvorsitzende BÜNDNIS 90/ DIE GRÜNEN MV;76;2;GRÜNE;MV;3;15;0;
Müller, Detlef;1964;Lokomotivführer;71;1;SPD;SN;7;162;0;
Müller, Dr. Gerd;1955;Mitglied des Deutschen Bundestages;76;1;CSU;BY;10;256;1;
Müller, Dr. Johannes;1969;MdL, Arzt;76;1;NPD;;;158;0;
Müller, Edmund Ernst;1969;Diplom-Ingenieur Maschinenbau;60;1;Anderer KWV;;;61;0;
Müller, Fabian;1990;Student;94;1;PIRATEN;BY;21;224;0;
Müller, Götz;1967;Verwaltungsbeamter;78;1;CDU;BE;10;83;0;
Müller, Hans Peter Heinz Arthur;1952;Angestellter;78;1;BüSo;HE;5;;0;
Müller, Heiko;1972;Freiberuflicher Projektmanager;75;1;PIRATEN;RP;4;200;0;
Müller, Heiko Michael;1971;Selbständiger Unternehmer;75;1;REP;BB;1;62;0;
Müller, Herbert;1942;Landwirt;1;1;pro Deutschland;SL;4;;0;
Müller, Jochen;1964;Zahnarzt;84;1;AfD;RP;14;;0;
Müller, Klaus;1964;Unternehmer;75;1;AfD;RP;1;;0;
Müller, Marcel;1982;Maurer;44;1;NPD;;;205;0;
Müller, Margit;1959;Selbständig;99;2;AfD;SL;7;;0;
Müller, Margot;1952;Wendo-Trainerin;87;2;DIE FRAUEN;BY;8;;0;
Müller, Marko;1969;Diplom-Sozialpädagoge;86;1;DIE LINKE;;;240;0;
Müller, Marko;1982;Kfz-Mechaniker;28;1;NPD;MV;4;;0;
Müller, Melanie;1992;Studentin;94;2;SPD;SL;11;;0;
Müller, Norbert Carl;1986;Student;94;1;DIE LINKE;BB;6;61;0;
Müller, Olaf;1963;Geschäftsführer;75;1;GRÜNE;TH;6;194;0;
Müller, Petra;1960;MdB, Diplom-Ingenieurin;76;2;FDP;NW;33;88;0;
Müller, Rene;1982;Soldat;80;1;FDP;BY;41;257;0;
Müller, Rudolf;1951;Selbständig;99;1;AfD;SL;5;296;0;
Müller, Stefan;1975;Mitglied des Deutschen Bundestages;76;1;CSU;BY;11;242;1;
Müller, Stefan;1964;Gruppenleiter IT-Betrieb;99;1;PBC;BW;5;;0;
Müller, Stefan;1988;Lagerist;74;1;PIRATEN;;;270;0;
Müller, Thomas;1954;Apotheker;84;1;ÖDP;BY;6;240;0;
Müller, Tino;1978;Maurer;44;1;NPD;;;16;0;
Müller, Ulrich;1951;Polizeibeamter;80;1;FREIE WÄHLER;RP;18;;0;
Müller, Veit-Harald;1941;Technischer Angestellter i.R.;95;1;MLPD;HE;7;;0;
Müller-Gemmeke, Beate;1960;Mitglied des Deutschen Bundestages;76;2;GRÜNE;BW;7;289;2;
Müller-Horn, Kai;1944;Rentner;95;1;MLPD;;;106;0;
Müller-Sönksen, Burkhardt;1959;MdB, Rechtsanwalt;76;1;FDP;HH;1;20;0;
Müller-Späth, Henning;1954;Rentner;95;1;FREIE WÄHLER;;;143;0;
Müller-Wehlau, Wolfgang;1944;Diplom-Verwaltungswirt, Regierungsdirektor a.D.;95;1;AfD;SH;23;;0;
Multrus, Robert;1959;Rechtsanwalt;81;1;FREIE WÄHLER;BY;15;223;0;
Münch, Niels-Arne;1972;Selbstständig;99;1;PIRATEN;NI;13;53;0;
Münch, Peter Hermann Gert Mario;1960;Rechtsanwalt;81;1;AfD;HE;7;;0;
Münd, Hans-Joachim;1962;Diplom-Ingenieur;60;1;REP;HE;1;;0;
Müntefering, Michelle;1980;Journalistin;82;2;SPD;NW;24;141;1;
Münz, Volker;1964;Bankkaufmann;69;1;AfD;BW;22;263;0;
Münz, Wilfried;1960;Controller;75;1;FREIE WÄHLER;RP;15;;0;
Munzinger, Hannes;1988;Volkswirt;88;1;SPD;BW;29;294;0;
Murmann, Dr. Philipp Alexander;1964;MdB, Geschäftsführender Gesellschafter;76;1;CDU;SH;8;6;1;
Muschalle-Höllbach, Ethel Maria;1947;Ingenieurin-Ökonomin;60;2;FREIE WÄHLER;ST;5;68;0;
Mußer, Bernd Willi;1944;Rentner;95;1;REP;BY;33;;0;
Mutlu, Özcan;1968;Diplom-Ingenieur;60;1;GRÜNE;BE;2;75;2;
Mützenich, Dr. Rolf;1959;Mitglied des Deutschen Bundestages;76;1;SPD;NW;63;95;1;
Mynter, Ralf Dietmar;1960;Berufskraftfahrer;71;1;NPD;;;251;0;
Nadjm, Javad;1946;Rentner;95;1;BüSo;BE;13;;0;
Nagel, Jochen;1949;Lehrer;87;1;DIE LINKE;HE;4;184;0;
Nagler, Mike;1978;Diplom-Ingenieur Bauwesen;60;1;DIE LINKE;;;153;0;
Naguib, Barbara Margarete;1958;Politikwissenschaftlerin;88;2;GRÜNE;NW;39;;0;
Nahles, Andrea;1970;MdB, Literaturwissenschaftlerin M.A.;76;2;SPD;RP;1;199;2;
Nahtz, Joachim;1935;Landwirt;1;1;NPD;;;44;0;
Nake, Dr. Angelika;1961;Rechtsanwältin;81;2;FDP;HE;16;186;0;
Nätebusch, Lothar Fritz;1945;Rentner;95;1;DKP;;;62;0;
Nauheim, Maik;1981;Energieelektroniker;31;1;PIRATEN;RP;6;205;0;
Nauheimer, Barbara;1949;Diplom-Psychologin;88;2;Tierschutzpartei;BY;5;;0;
Naumann, Walter;1961;Angestellter;78;1;PIRATEN;;;43;0;
Nauruhn, Monika;1952;Studienrätin;87;2;Tierschutzpartei;SH;5;;0;
Navel, Hermann;1948;Elektromeister;31;1;AfD;;;89;0;
Nawroth, Marion;1956;Diplom-Ingenieurökonomin;88;2;PIRATEN;;;156;0;
Neemann-Güntner, Gitta Christine;1959;Freiberufliche Dozentin;87;2;SPD;SH;12;;0;
Nehmer, Manuel;1982;Industriekaufmann;78;1;FDP;NI;20;31;0;
Neidlein, Alexander;1975;Verlagskaufmann;68;1;NPD;BW;3;263;0;
Neis, Mark;1972;Systemadministrator;77;1;PIRATEN;SN;3;;0;
Nerz, Sebastian;1983;Diplom-Informatiker;77;1;PIRATEN;BW;1;290;0;
Neskovic, Wolfgang-Dragi Willi;1948;Richter am Bundesgerichtshof a. D.;95;1;Anderer KWV;;;64;0;
Nestele, Hedi Hedwig Elisabeth;1954;Lehrerin a.D.;95;2;DIE VIOLETTEN;BY;31;;0;
Neu, Alexander Soranto;1969;Angestellter;78;1;DIE LINKE;NW;10;97;2;
Neubauer, Dr. Georg;1958;Geschäftsführer;75;1;FDP;;;58;0;
Neubaur, Mona;1977;Geschäftsführerin;75;2;GRÜNE;NW;19;106;0;
Neuber, Jürgen;1971;Diplom-Kaufmann;78;1;FREIE WÄHLER;BY;9;234;0;
Neubert, Frank;1970;Einrichter;55;1;NPD;TH;9;;0;
Neubert, Hildigund Dorothea;1960;Sängerin, Amtsträgerin;83;2;CDU;TH;10;;0;
Neubert, Jörg;1986;Psychologe;88;1;PIRATEN;MV;6;;0;
Neufeld, Axel;1963;Diplom-Verwaltungswirt;76;1;REP;BE;1;;0;
Neugebauer, Andreas;1966;Informatiker;77;1;PIRATEN;;;28;0;
Neugebauer, Sascha Daniel;1981;Projektentwickler;75;1;PIRATEN;;;176;0;
Neugebauer, Volkmar;1953;Baufacharbeiter;44;1;NPD;;;74;0;
Neuhaus, Dr. Peter Hans;1964;Referent;76;1;GRÜNE;;;148;0;
Neumann, Bernd;1950;Kfz-Handwerker;28;1;NPD;;;33;0;
Neumann, Bernhard;1985;Pflegefachhelfer (Altenpflege);86;1;BP;BY;9;223;0;
Neumann, Gerhard Ludwig;1937;Rentenberater;78;1;SPD;HE;35;;0;
Neumann, Gisela;1937;Hausverwalterin;79;2;REP;BW;5;;0;
Neumann, Heinz;1939;Rentner;95;1;NPD;RP;7;208;0;
Neumann, Prof. Dr. Fritz Walter Martin;1956;Hochschullehrer, Diplom-Ingenieur;87;1;FDP;BB;1;64;0;
Neumann, Sascha;1980;Arbeitslos;98;1;Die PARTEI;NW;25;;0;
Neumann, Steve;1990;Arbeitsuchend;98;1;BIG;BE;9;;0;
Nianur, Narziss;1964;Angestellte;78;2;MLPD;SH;3;;0;
Nick, Dr. Andreas;1967;Diplom-Kaufmann, Hochschullehrer;88;1;CDU;RP;14;205;1;
Nick, Dr. Ophelia-Johanna;1973;Tierärztin;84;2;GRÜNE;NW;31;104;0;
Nicolay, Christian;1973;Sonderpädagoge;86;1;Die PARTEI;;;204;0;
Niebel, Dirk;1963;Bundesminister;76;1;FDP;BW;1;274;0;
Niedergesäß, Fritz;1940;Rentner;95;1;CDU;;;84;0;
Niemann, Friederike;1989;Studentin;94;2;Die PARTEI;BE;32;;0;
Niemeyer, Ralph Thomas;1969;Journalist;82;1;DIE LINKE;NI;12;26;0;
Nier, Gerd;1947;Berufsschullehrer i. R.;95;1;DIE LINKE;NI;10;53;0;
Niermann, Bernhard;1958;Diplom-Informatiker;77;1;DIE VIOLETTEN;BY;7;;0;
Nießner, Dieter;1947;Studiendirektor a.D.;95;1;ÖDP;BY;18;253;0;
Nietan, Dietmar Heinrich;1964;Mitglied des Deutschen Bundestages;76;1;SPD;NW;5;90;2;
Niggemann, Franz;1963;Selbstständig;99;1;AfD;;;81;0;
Nissen, Christian;1984;Student;94;1;PIRATEN;NW;23;;0;
Nissen, Ulrike;1959;Selbständig;99;2;SPD;HE;8;183;2;
Nitsche, Sven;1970;Niederlassungsleiter;75;1;FREIE WÄHLER;BW;7;278;0;
Nitzsche, Dr. Thomas;1975;Fachreferent Bibliothek;99;1;FDP;TH;4;194;0;
Nitzsche, Henry;1959;Bürgermeister a. D.;95;1;Anderer KWV;;;156;0;
Nobile, Sebastian;1979;Gärtner;5;1;pro Deutschland;SL;2;;0;
Nobis, Jörg Michael;1975;Kapitän, Diplom-Ingenieur;72;1;AfD;SH;21;8;0;
Nocun, Katharina;1986;Studentin;94;2;PIRATEN;NI;2;38;0;
Nöhl, Markus;1979;Historiker;88;1;SPD;RP;22;;0;
Nölke, Matthias;1980;Jurist;81;1;FDP;HE;7;168;0;
Noll, Michaela;1959;MdB, Rechtsanwältin;76;2;CDU;NW;12;104;1;
Nolte, Michael;1966;Informatiker;77;1;PIRATEN;NW;16;;0;
Nord, Thomas Hans;1957;MdB, Diplom-Kulturwissenschaftler;76;1;DIE LINKE;BB;2;63;2;
Nordheim von, Wolfgang-Dietrich;1951;Pastor;89;1;GRÜNE;;;43;0;
Nordhorn, Daniel;1969;Diplom-Ingenieur;60;1;NPD;SH;4;6;0;
Normann, Johannes;1968;Bankkaufmann;69;1;AfD;BY;42;247;0;
Nothacker, Jutta Maria;1961;Diplom-Betriebswirtin;88;2;CDU;HE;31;;0;
Nothnagel, Maik;1966;MdL, Diplom-Sozialarbeiter/ Sozialpädagoge;76;1;DIE LINKE;TH;8;;0;
Notman, Marco;1988;Erzieher;86;1;DIE LINKE;;;24;0;
Notz von, Dr. Konstantin;1971;Rechtsanwalt;81;1;GRÜNE;SH;2;10;2;
Nötzel, Dieter;1949;Rentner;95;1;Bündnis 21/RRP;NW;2;113;0;
Nouripour, Omid;1975;Selbstständiger Berater;99;1;GRÜNE;HE;2;183;2;
Nowak, Helmut Fedor;1941;Kaufmann;78;1;CDU;NW;44;101;2;
Nowak, Julia;1986;Studentin;94;2;Die PARTEI;BE;19;;0;
Nowak, Kim Philipp;1983;Postzusteller;73;1;REP;HE;5;;0;
Nowak, Siegfried;1958;Rentner;95;1;DIE LINKE;;;137;0;
Nürnberger, Christian;1951;Publizist;82;1;SPD;BY;33;246;0;
Nüßlein, Dr. Georg;1969;MdB, Diplom-Kaufmann;76;1;CSU;BY;25;255;1;
Oberhausen, Volker;1959;Diplom-Kaufmann;88;1;CDU;SL;19;;0;
Oberhäuser, Petra;1970;Projektmanagerin;75;2;CSU;BY;50;;0;
Odabasi, Eyüp;1971;Informatiker;77;1;GRÜNE;;;133;0;
Odebrecht, Julia Dela Miriam;1980;Diplom-Betriebswirtin;88;2;SPD;HH;5;;0;
Oel, Hans-Albrecht;1951;Bauschlosser-Meister;25;1;Volksabstimmung;NW;2;;0;
Oelkers, Mathes;1964;Orchesterwart;79;1;DIE VIOLETTEN;BY;3;;0;
Oellers, Wilfried;1975;Rechtsanwalt;81;1;CDU;NW;54;89;1;
Oeltjen, Claus;1937;Rentner;95;1;NPD;;;34;0;
Oettler, Frank;1966;Straßenbahnfahrer;71;1;MLPD;ST;2;72;0;
Oetzel, Daniel;1988;Student;94;1;FDP;HH;6;;0;
Offermann, Rolf;1960;Diplom-Rechtspfleger;81;1;FDP;BB;9;63;0;
Öhlenschläger, Doris;1960;Verwaltungsangestellte;78;2;FREIE WÄHLER;HE;7;;0;
Ohler, Sebastian;1966;Lehrer;87;1;GRÜNE;;;121;0;
Ohms, Ulf;1960;IT-Unternehmer;75;1;FREIE WÄHLER;;;22;0;
Ohse, Michael;1956;Technischer Angestellter;62;1;DIE LINKE;;;52;0;
Olbrich-Tripp, Elke Elfriede;1956;Fraktionsgeschäftsführerin;76;2;GRÜNE;;;150;0;
Olhausen, Dr. Manuela;1971;PR-Referentin;82;2;CSU;BY;42;;0;
Ollert, Ralf Günther Josef;1960;Groß- und Außenhandelskaufmann;67;1;NPD;BY;4;;0;
Onken, Lennart;1994;Student;94;1;DIE LINKE;;;35;0;
Oppel, Werner Josef;1945;Rentner;95;1;Bündnis 21/RRP;BY;8;254;0;
Oppermann, Hans-Joachim;1941;Selbstständig;99;1;RENTNER;SH;3;;0;
Oppermann, Thomas;1954;Mitglied des Deutschen Bundestages;76;1;SPD;NI;3;53;1;
Orth, Joachim;1955;Kaufmann;78;1;FREIE WÄHLER;NW;14;94;0;
Orth, Kim Julia;1986;Studentin;94;2;PIRATEN;RP;8;212;0;
Osburg, Alexandra;1971;Studienrätin;87;2;PIRATEN;;;91;0;
Oßenberg, Hans-Joachim;1956;Qualitätsbeauftragter;52;1;PIRATEN;;;150;0;
Ossenkopp, Stephan;1969;Angestellter;78;1;BüSo;BW;1;259;0;
Oßner, Florian;1980;Diplom-Volkswirt (Univ.);88;1;CSU;;;228;1;
Ostendorff, Friedrich;1953;Bauer;1;1;GRÜNE;NW;12;127;2;
Oster, Harald;1970;Unternehmensberater;75;1;FDP;ST;4;74;0;
Osterkamp, Ralph;1969;Berufssoldat;80;1;PIRATEN;;;256;0;
Ostermann, Claudia;1975;Rechtsanwaltsfachangestellte;78;2;GRÜNE;ST;5;;0;
Ostermann, Dr. Tim;1979;Rechtsanwalt;81;1;CDU;NW;36;133;2;
Ott, Hans-Detlef;1969;Diplom-Sozialpädagoge (BA);86;1;GRÜNE;;;276;0;
Ott, Hermann;1961;Mitglied des Deutschen Bundestages;76;1;GRÜNE;NW;18;102;0;
Otte, Henning;1968;Mitglied des Deutschen Bundestages;76;1;CDU;NI;12;44;1;
Otte, Stephan;1980;Bürokaufmann;78;1;FDP;BY;37;240;0;
Otten, Gerold Joachim;1955;Berufsoffizier a.D.;95;1;AfD;BY;8;;0;
Ottmar, Matthias;1981;Buchhalter;77;1;REP;HE;2;;0;
Otto, Andre;1971;Rentner;95;1;Anderer KWV;;;85;0;
Otto, Andreas;1962;MdA, Diplom-Ingenieur;60;1;GRÜNE;BE;4;76;0;
Otto, Birgit;1957;Diplom-Sozialarbeiterin;86;2;CDU;HE;25;;0;
Otto, Carsten;1960;Selbstständig;99;1;pro Deutschland;BE;5;;0;
Otto, Cornelia;1974;Studentin;94;2;PIRATEN;BE;1;;0;
Otto, Dr. Manfred Ernst Gerhard;1952;Beamter;78;1;AfD;;;46;0;
Otto, Hans-Joachim;1952;Rechtsanwalt;81;1;FDP;;;182;0;
Ottweiler, Gottfried Helmut;1954;Diplom-Kaufmann;88;1;AfD;;;104;0;
Otzen, Kai;1961;Industrieelektroniker;31;1;NPD;SH;3;11;0;
Özdemir, Cem;1965;Diplom-Sozialpädagoge;86;1;GRÜNE;BW;2;258;2;
Özdemir, Mahmut;1987;Rechtsreferendar;81;1;SPD;NW;60;116;1;
Özman, Korkmaz;1976;Rechtsanwalt;81;1;CDU;BE;13;;0;
Özoguz, Aydan;1967;Mitglied des Deutschen Bundestages;76;2;SPD;HH;1;22;1;
Öztürk, Mustafa;1985;Student;94;1;BIG;BE;8;;0;
Paar, Hans-Jürgen;1940;Rentner;95;1;Bündnis 21/RRP;BY;7;241;0;
Pabst, Johannes;1953;Diplom-Verwaltungswissenschaftler;88;1;FDP;BY;29;253;0;
Pahlmann, Ingrid;1957;Hauswirtschaftsleiterin;87;2;CDU;NI;14;45;2;
Palm, Ingeborg;1953;Krankenschwester;85;2;NPD;HE;3;;0;
Pancescu, Dragos;1967;IT-Unternehmer, Speditionskaufmann;75;1;GRÜNE;NI;12;28;0;
Panetta, Rodolfo;1952;Verwalter;75;1;REP;BW;8;;0;
Panhey, Mathias;1987;Chemielaborant;63;1;NPD;MV;11;;0;
Pankau, Sabine-Brigitte;1969;Diplom-Pädagogin;88;2;Tierschutzpartei;NI;2;;0;
Pannicke, Rolf;1969;Polizeivollzugsbeamter;80;1;DIE LINKE;;;227;0;
Pantel, Sylvia;1961;Hausfrau;95;2;CDU;NW;45;107;1;
Pap, Christian;1979;Versicherungskaufmann;69;1;Anderer KWV;;;74;0;
Pappler, Anette;1972;Diplom-Pädagogin (Univ.);88;2;SPD;BY;28;241;0;
Parbs, Eva Anna;1948;Industriekauffrau;78;2;FDP;HH;5;;0;
Paris, Michael Walter;1955;Ehrenamtlicher Stadtrat;76;1;Anderer KWV;;;183;0;
Parr, Andreas;1971;Fachkrankenpfleger;85;1;SPD;BY;27;247;0;
Parzatka-Lipinski, Henryk Alfons;1956;Diplom-Meister;65;1;FREIE WÄHLER;BE;4;82;0;
Paschke, Markus;1963;Gewerkschaftssekretär;76;1;SPD;NI;13;25;2;
Pastörs, Marianne;1953;Hausfrau;95;2;NPD;MV;6;;0;
Pastörs, Udo Michael Wilhelm;1952;Uhrmachermeister;30;1;NPD;MV;1;12;0;
Patatzki, Dr. Johannes Georg;1963;Zahnarzt;84;1;AfD;NW;32;;0;
Patzelt, Martin Maria Otto Felix;1947;Pensionär;95;1;CDU;BB;10;63;1;
Patzelt, Remy;1984;Angestellter;78;1;PIRATEN;;;267;0;
Pätzold, Dr. Martin;1984;Diplom-Kaufmann, Angestellter;78;1;CDU;BE;7;86;2;
Pätzold, Robert;1977;Erwerbstätig;99;1;Die PARTEI;BE;43;;0;
Pau, Petra Angelika;1963;MdB, Lehrerin;76;2;DIE LINKE;BE;2;85;1;
Paul, Stefan;1976;Diplom-Finanzwirt (FH);76;1;SPD;HE;41;;0;
Pauli, Karl-Heinz;1953;Lagerfacharbeiter;74;1;MLPD;BW;13;;0;
Paulick, Sascha Manfred;1971;Produktmanager Promotion;75;1;AfD;;;78;0;
Paulitz, Annabell;1992;Schülerin;94;2;BüSo;SN;10;;0;
Paulsen, Jens;1948;Rechtsanwalt, Notar;81;1;AfD;NI;3;30;0;
Paulus, Jutta;1967;Apothekerin;84;2;GRÜNE;RP;13;209;0;
Paulwitz, Michael;1965;Journalist;82;1;REP;BW;19;;0;
Pauly, Heinz-Dieter;1945;Unternehmensberater;75;1;FDP;BY;31;235;0;
Pauly, Michel;1985;Wirtschaftswissenschaftler;88;1;DIE LINKE;;;36;0;
Paus, Lisa;1968;Diplom-Volkswirtin;88;2;GRÜNE;BE;3;80;2;
Peckmann, Holger;1967;Handwerksmeister;75;1;PIRATEN;;;195;0;
Peddinghaus, Dirk;1962;Soldat;80;1;SPD;SH;11;1;0;
Peer, Oliver;1966;Verkaufsleiter;67;1;BüSo;BW;6;;0;
Peine, Martina Maria;1961;MPA, Diplom-Verwaltungswirtin (FH);76;2;CDU;NI;36;;0;
Peltz, Horst Artur;1949;Rentner;95;1;ÖDP;NW;13;;0;
Penk, Tommy;1989;Student;94;1;GRÜNE;;;154;0;
Penkala, Matthias Jan;1990;Student;94;1;FREIE WÄHLER;BY;22;232;0;
Pentz von, Dorit;1950;Lehrerin;87;2;MLPD;NI;4;;0;
Pentz von, Hannes;1979;Hydraulikmonteur;27;1;MLPD;NI;1;;0;
Percin, Müjgan;1976;Rechtsanwältin;81;2;GRÜNE;BE;9;;0;
Perschke, Hans-Peter;1955;Freiberufler;99;1;SPD;TH;10;;0;
Pesch, Heinrich;1938;Rentner;95;1;FREIE WÄHLER;;;87;0;
Peschel, Erhard Willi Hermann;1953;Anlagenmonteur;31;1;Anderer KWV;;;58;0;
Peschke, Günter;1966;Metzgermeister;40;1;REP;BY;11;;0;
Peter, Jürgen;1960;Kaufmännischer Angestellter;78;1;FDP;NW;21;97;0;
Peter, Klaus Karl;1964;Baubiologe;92;1;ÖDP;BY;19;232;0;
Peter, Mareike;1988;Gesundheits- und Krankenpflegerin;85;2;PIRATEN;BE;11;;0;
Peter, Prof. Dr. Dr. Ralf Uwe;1959;Arzt;84;1;FDP;BY;46;255;0;
Peterka, Tobias;1982;Diplom-Wirtschaftsjurist;81;1;AfD;BY;33;237;0;
Petermann, Jens;1963;MdB, Jurist;76;1;DIE LINKE;;;197;0;
Peters, Christian;1978;Honorardozent;87;1;PIRATEN;;;163;0;
Peters, Dr. Werner;1941;Hotelier;91;1;Partei der Nichtwähler;NW;1;;0;
Peters, Manuel;1968;Angestellter;78;1;AfD;RP;24;;0;
Peters, Michael;1981;Vermessungstechniker;62;1;PIRATEN;;;112;0;
Petricek, Monika Helga;1943;Rentnerin;95;2;BüSo;NW;11;120;0;
Petry, Christian;1965;Diplom-Verwaltungswirt;76;1;SPD;SL;4;298;0;
Petry, Dr. Frauke;1975;Diplom-Chemikerin;61;2;AfD;SN;1;;0;
Petry, Manfred Willibald;1953;Diplom-Ingenieur (FH) Vermessung;60;1;FREIE WÄHLER;RP;2;210;0;
Petzold, Hans Ulrich;1951;Mitglied des Deutschen Bundestages;76;1;CDU;ST;3;70;1;
Petzold, Harald Alfred;1962;Lehrer;87;1;DIE LINKE;BB;4;58;2;
Petzsch, Dörte;1985;Diplom-Physikerin;61;2;PIRATEN;MV;4;;0;
Peukert, Klaus;1977;Informatiker;77;1;PIRATEN;SN;8;;0;
Pfau, Janina;1983;Studentin;94;2;DIE LINKE;SN;13;166;0;
Pfefferlein, Nicol;1970;Erzieher;86;1;GRÜNE;;;191;0;
Pfeiffer, Dr. Joachim;1967;MdB, Diplom-Kaufmann;76;1;CDU;;;264;1;
Pfeiffer, Günter;1943;Speditionskaufmann i.R.;95;1;RENTNER;HH;1;;0;
Pfeiffer, Jens Folker;1964;Vermögensberater;69;1;AfD;;;245;0;
Pfeiffer, Sibylle Luise Gisela;1951;Mitglied des Deutschen Bundestages;76;2;CDU;HE;8;172;1;
